report_date,district,active_cases,cumulative_faculty_staff_cases,cumulative_student_cases,cumulative_total,PRIVATE SCHOOL,Private Active Cases,Private Cumulative Faculty/Staff Cases,Private Cumulative Student Cases,Private Cumulative Total,COLLEGE/UNIVERSITY,Uni Active Cases,Uni Cumulative Faculty/Staff Cases,Uni Cumulative Student Cases,Uni Cumulative Total,Totals among schools with less than 5 active cases.,<5 Cumulative Active Cases,<5 Cumulative Faculty/Staff Cases,<5 Cumulative Student Cases,<5 Cumulative Total,Totals for all schools.,Cumulative Active Cases,Cumulative Faculty/Staff Cases,Cumulative Student Cases,Cumulative Total
2/15/2021,NETTLETON SCHOOL DIST,12,109,240,364,,,,,,,,,,,,,,,,,,,,
2/15/2021,SEARCY SCHOOL DIST,12,78,234,320,,,,,,,,,,,,,,,,,,,,
2/15/2021,LAKE HAMILTON SCHOOL DIST,11,99,279,393,,,,,,,,,,,,,,,,,,,,
2/15/2021,MALVERN SCHOOL DIST,11,53,177,251,,,,,,,,,,,,,,,,,,,,
2/15/2021,PINE BLUFF SCHOOL DIST,11,58,120,181,,,,,,,,,,,,,,,,,,,,
2/15/2021,STAR CITY SCHOOL DIST,11,48,101,152,,,,,,,,,,,,,,,,,,,,
2/15/2021,ALMA SCHOOL DIST,10,87,175,273,,,,,,,,,,,,,,,,,,,,
2/15/2021,FOUNTAIN LAKE SCHOOL DIST,10,33,75,122,,,,,,,,,,,,,,,,,,,,
2/15/2021,TWO RIVERS SCHOOL DIST,10,25,36,65,,,,,,,,,,,,,,,,,,,,
2/15/2021,ELKINS SCHOOL DIST,9,38,72,123,,,,,,,,,,,,,,,,,,,,
2/15/2021,EUREKA SPRINGS SCHOOL DIST,9,27,36,70,,,,,,,,,,,,,,,,,,,,
2/15/2021,LONOKE SCHOOL DIST,9,44,91,145,,,,,,,,,,,,,,,,,,,,
2/15/2021,MAGNOLIA SCHOOL DIST,9,86,208,307,,,,,,,,,,,,,,,,,,,,
2/15/2021,MOUNTAIN HOME SCHOOL DIST,9,85,247,354,,,,,,,,,,,,,,,,,,,,
2/15/2021,TEXARKANA SCHOOL DIST,9,84,114,205,,,,,,,,,,,,,,,,,,,,
2/15/2021,WYNNE SCHOOL DIST,9,59,189,257,,,,,,,,,,,,,,,,,,,,
2/15/2021,HAMBURG SCHOOL DIST,8,44,89,139,,,,,,,,,,,,,,,,,,,,
2/15/2021,HARRISON SCHOOL DIST,8,43,142,191,,,,,,,,,,,,,,,,,,,,
2/15/2021,RIVERVIEW SCHOOL DIST,8,26,73,101,,,,,,,,,,,,,,,,,,,,
2/15/2021,DEQUEEN SCHOOL DIST,7,47,143,193,,,,,,,,,,,,,,,,,,,,
2/15/2021,DEWITT SCHOOL DIST,7,10,42,58,,,,,,,,,,,,,,,,,,,,
2/15/2021,GREENBRIER SCHOOL DIST,7,66,163,237,,,,,,,,,,,,,,,,,,,,
2/15/2021,GURDON SCHOOL DIST,7,22,30,53,,,,,,,,,,,,,,,,,,,,
2/15/2021,POTTSVILLE SCHOOL DIST,7,41,112,161,,,,,,,,,,,,,,,,,,,,
2/15/2021,SILOAM SPRINGS SCHOOL DIST,7,119,232,371,,,,,,,,,,,,,,,,,,,,
2/15/2021,BEEBE SCHOOL DIST,6,41,146,193,,,,,,,,,,,,,,,,,,,,
2/15/2021,BLEVINS SCHOOL DIST,6,17,25,46,,,,,,,,,,,,,,,,,,,,
2/15/2021,CAMDEN FAIRVIEW SCHOOL DIST,6,45,109,166,,,,,,,,,,,,,,,,,,,,
2/15/2021,CLEVELAND COUNTY SCHOOL DIST,6,23,89,119,,,,,,,,,,,,,,,,,,,,
2/15/2021,COSSATOT RIVER SCHOOL DIST,6,19,48,72,,,,,,,,,,,,,,,,,,,,
2/15/2021,DIERKS SCHOOL DIST,6,14,29,43,,,,,,,,,,,,,,,,,,,,
2/15/2021,DOVER SCHOOL DIST,6,42,79,127,,,,,,,,,,,,,,,,,,,,
2/15/2021,DUMAS SCHOOL DIST,6,56,81,149,,,,,,,,,,,,,,,,,,,,
2/15/2021,ESTEM PUBLIC CHARTER SCHOOL DIST,6,38,144,195,,,,,,,,,,,,,,,,,,,,
2/15/2021,HARMONY GROVE SCH DIST(SALINE),6,32,80,118,,,,,,,,,,,,,,,,,,,,
2/15/2021,HORATIO SCHOOL DIST,6,21,49,71,,,,,,,,,,,,,,,,,,,,
2/15/2021,JACKSONVILLE NORTH PULASKI SCHOOL DIST,6,69,127,212,,,,,,,,,,,,,,,,,,,,
2/15/2021,OMAHA SCHOOL DIST,6,16,14,31,,,,,,,,,,,,,,,,,,,,
2/15/2021,PRAIRIE GROVE SCHOOL DIST,6,50,123,179,,,,,,,,,,,,,,,,,,,,
2/15/2021,SCRANTON SCHOOL DIST,6,9,30,39,,,,,,,,,,,,,,,,,,,,
2/15/2021,BARTON,5,19,28,50,,,,,,,,,,,,,,,,,,,,
2/15/2021,BERGMAN SCHOOL DIST,5,45,61,111,,,,,,,,,,,,,,,,,,,,
2/15/2021,BLYTHEVILLE SCHOOL DIST,5,42,133,181,,,,,,,,,,,,,,,,,,,,
2/15/2021,CARLISLE SCHOOL DIST,5,19,56,78,,,,,,,,,,,,,,,,,,,,
2/15/2021,CLARENDON SCHOOL DIST,5,25,35,66,,,,,,,,,,,,,,,,,,,,
2/15/2021,Education Service Cooperative (ESC),5,52,5,59,,,,,,,,,,,,,,,,,,,,
2/15/2021,FARMINGTON SCHOOL DIST,5,42,166,225,,,,,,,,,,,,,,,,,,,,
2/15/2021,FORREST CITY SCHOOL DIST,5,51,115,171,,,,,,,,,,,,,,,,,,,,
2/15/2021,GLEN ROSE SCHOOL DIST,5,19,71,98,,,,,,,,,,,,,,,,,,,,
2/15/2021,GREENE COUNTY TECH SCHOOL DIST,5,141,271,442,,,,,,,,,,,,,,,,,,,,
2/15/2021,HARMONY GROVE SCHOOL DIST (OUACHITA),5,29,51,91,,,,,,,,,,,,,,,,,,,,
2/15/2021,HEBER SPRINGS SCHOOL DIST,5,28,65,94,,,,,,,,,,,,,,,,,,,,
2/15/2021,JUNCTION CITY SCHOOL DIST,5,16,36,52,,,,,,,,,,,,,,,,,,,,
2/15/2021,LAFAYETTE COUNTY SCHOOL DIST,5,19,43,64,,,,,,,,,,,,,,,,,,,,
2/15/2021,LAMAR SCHOOL DIST,5,35,51,89,,,,,,,,,,,,,,,,,,,,
2/15/2021,LAWRENCE COUNTY SCHOOL DIST,5,25,84,114,,,,,,,,,,,,,,,,,,,,
2/15/2021,OUACHITA RIVER SCHOOL DIST,5,18,25,43,,,,,,,,,,,,,,,,,,,,
2/15/2021,PARAGOULD SCHOOL DIST,5,120,249,393,,,,,,,,,,,,,,,,,,,,
2/15/2021,RECTOR SCHOOL DIST,5,33,66,105,,,,,,,,,,,,,,,,,,,,
2/15/2021,RIVERCREST SCHOOL DIST,5,35,65,106,,,,,,,,,,,,,,,,,,,,
2/15/2021,SMACKOVER,5,30,101,137,,,,,,,,,,,,,,,,,,,,
2/15/2021,SPRING HILL SCHOOL DIST,5,22,60,83,,,,,,,,,,,,,,,,,,,,
2/15/2021,STUTTGART SCHOOL DIST,5,30,97,136,,,,,,,,,,,,,,,,,,,,
2/15/2021,WALDRON SCHOOL DIST,5,40,96,146,,,,,,,,,,,,,,,,,,,,
2/15/2021,WATSON CHAPEL SCHOOL DIST,5,42,125,174,,,,,,,,,,,,,,,,,,,,
2/15/2021,WEST SIDE SCHOOL DIST(CLEBURNE),5,11,19,33,,,,,,,,,,,,,,,,,,,,
2/15/2021,WESTSIDE SCHOOL DIST (JOHNSON),5,12,29,41,,,,,,,,,,,,,,,,,,,,
2/15/2021,TOTAL,"1,181","6,853","18,360","26,738",,,,,,,,,,,,,,,,,,,,
2/11/2021,CABOT SCHOOL DIST,91,195,492,751,"CENTRAL AR CHRISTIAN, NORTH LITTLE ROCK",24,10,52,65,"U OF A AT FAYETTEVILLE, FAYETTEVILLE",57,256,"2,721","3,582",PUBLIC SCHOOL DISTRICTS,284,"3,706","7,159","11,358",PUBLIC SCHOOL DISTRICTS,"2,130","11,258","27,253","40,704"
2/11/2021,BENTONVILLE SCHOOL DIST,86,313,847,"1,258","PULASKI ACADEMY, LITTLE ROCK",8,16,94,126,"LYON COLLEGE, BATESVILLE",34,12,68,106,PRIVATE SCHOOLS,80,556,"1,257","1,884",PRIVATE SCHOOLS,126,609,"1,497","2,205"
2/11/2021,LITTLE ROCK SCHOOL DIST,75,336,897,"1,298","MARVELL ACADEMY, MARVELL",7,11,27,40,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",29,94,674,871,COLLEGES/UNIVERSITIES,81,607,"2,390","3,377",COLLEGES/UNIVERSITIES,411,"1,812","9,762","13,428"
2/11/2021,ROGERS SCHOOL DIST,72,289,"1,050","1,434","SHILOH CHRISTIAN SCHOOLS, SPRINGDALE",7,16,67,90,"U OF A LITTLE ROCK, LITTLE ROCK",28,55,264,369,,,,,,,,,,
2/11/2021,SPRINGDALE SCHOOL DIST,68,389,"1,503","2,061",TOTAL,46,53,240,321,"ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",22,73,537,730,,,,,,,,,,
2/11/2021,BRYANT SCHOOL DIST,67,167,538,745,,,,,,"U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",21,32,166,220,,,,,,,,,,
2/11/2021,CONWAY SCHOOL DIST,65,164,595,798,,,,,,"HARDING UNIVERSITY, SEARCY",16,85,381,583,,,,,,,,,,
2/11/2021,PULASKI COUNTY SPECIAL SCHOOL DIST,50,223,484,769,,,,,,"OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",14,39,170,267,,,,,,,,,,
2/11/2021,FORT SMITH SCHOOL DIST,49,326,785,"1,179",,,,,,"JOHN BROWN UNIVERSITY, SILOAM SPRINGS",13,34,75,124,,,,,,,,,,
2/11/2021,NORTH LITTLE ROCK SCHOOL DIST,36,135,320,495,,,,,,"U OF A AT FORT SMITH, FORT SMITH",12,57,270,366,,,,,,,,,,
2/11/2021,BENTON SCHOOL DIST,30,107,328,457,,,,,,"NATIONAL PARK COLLEGE, HOT SPRINGS",11,22,93,147,,,,,,,,,,
2/11/2021,FAYETTEVILLE SCHOOL DIST,28,89,488,577,,,,,,"ARKANSAS STATE UNIVERSITY, JONESBORO (MAIN CAMPUS)",10,146,797,946,,,,,,,,,,
2/11/2021,BAUXITE SCHOOL DIST,27,44,112,164,,,,,,"CENTRAL BAPTIST COLLEGE, CONWAY",10,10,49,66,,,,,,,,,,
2/11/2021,VAN BUREN SCHOOL DIST,25,135,316,473,,,,,,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",9,23,230,290,,,,,,,,,,
2/11/2021,VILONIA SCHOOL DIST,25,68,184,274,,,,,,"U OF A AT PINE BLUFF, PINE BLUFF",9,41,187,252,,,,,,,,,,
2/11/2021,SOUTH CONWAY COUNTY SCHOOL DIST,24,59,187,267,,,,,,"U OF A AT MONTICELLO, MONTICELLO",8,28,130,202,,,,,,,,,,
2/11/2021,GREENWOOD SCHOOL DIST,23,82,239,337,,,,,,"UACC AT MORRILTON, MORRILTON",8,14,107,134,,,,,,,,,,
2/11/2021,HOT SPRINGS SCHOOL DIST,23,52,152,212,,,,,,"U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",7,112,122,358,,,,,,,,,,
2/11/2021,MALVERN SCHOOL DIST,23,53,174,251,,,,,,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",6,47,256,326,,,,,,,,,,
2/11/2021,WEST MEMPHIS SCHOOL DIST,23,103,234,351,,,,,,"UNIVERSITY OF THE OZARKS, CLARKSVILLE",6,25,75,112,,,,,,,,,,
2/11/2021,WHITE HALL SCHOOL DIST,22,53,173,242,,,,,,TOTAL,330,"1,205","7,372","10,051",,,,,,,,,,
2/11/2021,SHERIDAN SCHOOL DIST,21,76,187,280,,,,,,,,,,,,,,,,,,,,
2/11/2021,ALMA SCHOOL DIST,20,87,173,271,,,,,,,,,,,,,,,,,,,,
2/11/2021,SEARCY SCHOOL DIST,20,78,230,316,,,,,,,,,,,,,,,,,,,,
2/11/2021,DARDANELLE SCHOOL DIST,18,53,175,242,,,,,,,,,,,,,,,,,,,,
2/11/2021,MCGEHEE SCHOOL DIST,18,36,70,116,,,,,,,,,,,,,,,,,,,,
2/11/2021,MAGNOLIA SCHOOL DIST,16,84,207,304,,,,,,,,,,,,,,,,,,,,
2/11/2021,NETTLETON SCHOOL DIST,16,108,236,359,,,,,,,,,,,,,,,,,,,,
2/11/2021,PARAGOULD SCHOOL DIST,16,119,247,390,,,,,,,,,,,,,,,,,,,,
2/11/2021,JONESBORO SCHOOL DIST,15,128,344,490,,,,,,,,,,,,,,,,,,,,
2/11/2021,MOUNTAIN HOME SCHOOL DIST,15,84,246,352,,,,,,,,,,,,,,,,,,,,
2/11/2021,BOONEVILLE SCHOOL DIST,14,22,49,78,,,,,,,,,,,,,,,,,,,,
2/11/2021,DUMAS SCHOOL DIST,14,56,79,147,,,,,,,,,,,,,,,,,,,,
2/11/2021,FOUNTAIN LAKE SCHOOL DIST,14,32,74,119,,,,,,,,,,,,,,,,,,,,
2/11/2021,GREENE COUNTY TECH SCHOOL DIST,14,140,270,440,,,,,,,,,,,,,,,,,,,,
2/11/2021,HARRISON SCHOOL DIST,14,42,142,190,,,,,,,,,,,,,,,,,,,,
2/11/2021,STAR CITY SCHOOL DIST,14,47,100,150,,,,,,,,,,,,,,,,,,,,
2/11/2021,COSSATOT RIVER SCHOOL DIST,13,19,43,67,,,,,,,,,,,,,,,,,,,,
2/11/2021,ENGLAND SCHOOL DIST,13,10,35,49,,,,,,,,,,,,,,,,,,,,
2/11/2021,LAKE HAMILTON SCHOOL DIST,13,99,277,393,,,,,,,,,,,,,,,,,,,,
2/11/2021,LAKESIDE SCHOOL DIST(GARLAND),13,61,197,281,,,,,,,,,,,,,,,,,,,,
2/11/2021,MARION SCHOOL DIST,13,85,254,362,,,,,,,,,,,,,,,,,,,,
2/11/2021,PINE BLUFF SCHOOL DIST,13,57,117,178,,,,,,,,,,,,,,,,,,,,
2/11/2021,RUSSELLVILLE SCHOOL DIST,13,125,353,494,,,,,,,,,,,,,,,,,,,,
2/11/2021,CLEVELAND COUNTY SCHOOL DIST,12,23,89,119,,,,,,,,,,,,,,,,,,,,
2/11/2021,EL DORADO SCHOOL DIST,12,87,180,277,,,,,,,,,,,,,,,,,,,,
2/11/2021,ELKINS SCHOOL DIST,12,38,69,120,,,,,,,,,,,,,,,,,,,,
2/11/2021,GREENBRIER SCHOOL DIST,12,64,162,234,,,,,,,,,,,,,,,,,,,,
2/11/2021,RIVERVIEW SCHOOL DIST,12,26,71,99,,,,,,,,,,,,,,,,,,,,
2/11/2021,STUTTGART SCHOOL DIST,12,30,97,136,,,,,,,,,,,,,,,,,,,,
2/11/2021,TEXARKANA SCHOOL DIST,12,83,113,203,,,,,,,,,,,,,,,,,,,,
2/11/2021,BERGMAN SCHOOL DIST,11,45,61,111,,,,,,,,,,,,,,,,,,,,
2/11/2021,BERRYVILLE SCHOOL DIST,11,53,135,202,,,,,,,,,,,,,,,,,,,,
2/11/2021,BLYTHEVILLE SCHOOL DIST,11,42,132,180,,,,,,,,,,,,,,,,,,,,
2/11/2021,CAMDEN FAIRVIEW SCHOOL DIST,11,45,107,164,,,,,,,,,,,,,,,,,,,,
2/11/2021,MOUNT IDA SCHOOL DIST,11,20,40,61,,,,,,,,,,,,,,,,,,,,
2/11/2021,BLEVINS SCHOOL DIST,10,16,24,44,,,,,,,,,,,,,,,,,,,,
2/11/2021,GLEN ROSE SCHOOL DIST,10,19,69,96,,,,,,,,,,,,,,,,,,,,
2/11/2021,HARMONY GROVE SCHOOL DIST (OUACHITA),10,29,51,91,,,,,,,,,,,,,,,,,,,,
2/11/2021,MELBOURNE SCHOOL DIST,10,16,61,84,,,,,,,,,,,,,,,,,,,,
2/11/2021,PRAIRIE GROVE SCHOOL DIST,10,50,122,177,,,,,,,,,,,,,,,,,,,,
2/11/2021,TWO RIVERS SCHOOL DIST,10,25,32,60,,,,,,,,,,,,,,,,,,,,
2/11/2021,DEQUEEN SCHOOL DIST,9,47,140,190,,,,,,,,,,,,,,,,,,,,
2/11/2021,ESTEM PUBLIC CHARTER SCHOOL DIST,9,38,144,194,,,,,,,,,,,,,,,,,,,,
2/11/2021,FORREST CITY SCHOOL DIST,9,49,115,170,,,,,,,,,,,,,,,,,,,,
2/11/2021,HORATIO SCHOOL DIST,9,20,49,70,,,,,,,,,,,,,,,,,,,,
2/11/2021,POTTSVILLE SCHOOL DIST,9,41,110,159,,,,,,,,,,,,,,,,,,,,
2/11/2021,SILOAM SPRINGS SCHOOL DIST,9,119,228,367,,,,,,,,,,,,,,,,,,,,
2/11/2021,WALDRON SCHOOL DIST,9,40,95,145,,,,,,,,,,,,,,,,,,,,
2/11/2021,WATSON CHAPEL SCHOOL DIST,9,42,125,174,,,,,,,,,,,,,,,,,,,,
2/11/2021,BARTON,8,19,27,49,,,,,,,,,,,,,,,,,,,,
2/11/2021,DIERKS SCHOOL DIST,8,13,29,42,,,,,,,,,,,,,,,,,,,,
2/11/2021,EUREKA SPRINGS SCHOOL DIST,8,27,34,68,,,,,,,,,,,,,,,,,,,,
2/11/2021,JACKSONVILLE NORTH PULASKI SCHOOL DIST,8,69,125,210,,,,,,,,,,,,,,,,,,,,
2/11/2021,MANILA SCHOOL DIST,8,31,84,129,,,,,,,,,,,,,,,,,,,,
2/11/2021,MCCRORY SCHOOL DIST,8,8,36,47,,,,,,,,,,,,,,,,,,,,
2/11/2021,RECTOR SCHOOL DIST,8,33,65,104,,,,,,,,,,,,,,,,,,,,
2/11/2021,CLARENDON SCHOOL DIST,7,24,32,63,,,,,,,,,,,,,,,,,,,,
2/11/2021,DEWITT SCHOOL DIST,7,10,41,57,,,,,,,,,,,,,,,,,,,,
2/11/2021,HAMBURG SCHOOL DIST,7,44,86,135,,,,,,,,,,,,,,,,,,,,
2/11/2021,HEBER SPRINGS SCHOOL DIST,7,28,63,92,,,,,,,,,,,,,,,,,,,,
2/11/2021,LONOKE SCHOOL DIST,7,42,88,140,,,,,,,,,,,,,,,,,,,,
2/11/2021,NASHVILLE SCHOOL DIST,7,36,97,134,,,,,,,,,,,,,,,,,,,,
2/11/2021,OUACHITA RIVER SCHOOL DIST,7,16,25,41,,,,,,,,,,,,,,,,,,,,
2/11/2021,PEA RIDGE SCHOOL DIST,7,30,92,130,,,,,,,,,,,,,,,,,,,,
2/11/2021,SMACKOVER,7,29,101,136,,,,,,,,,,,,,,,,,,,,
2/11/2021,ARKADELPHIA SCHOOL DIST,6,29,121,162,,,,,,,,,,,,,,,,,,,,
2/11/2021,ASHDOWN SCHOOL DIST,6,34,61,100,,,,,,,,,,,,,,,,,,,,
2/11/2021,BATESVILLE SCHOOL DIST,6,90,110,206,,,,,,,,,,,,,,,,,,,,
2/11/2021,BEARDEN SCHOOL DIST,6,10,40,57,,,,,,,,,,,,,,,,,,,,
2/11/2021,CROSSETT SCHOOL DIST,6,38,65,127,,,,,,,,,,,,,,,,,,,,
2/11/2021,Education Service Cooperative (ESC),6,51,5,58,,,,,,,,,,,,,,,,,,,,
2/11/2021,FARMINGTON SCHOOL DIST,6,42,162,221,,,,,,,,,,,,,,,,,,,,
2/11/2021,GOSNELL SCHOOL DIST,6,29,96,130,,,,,,,,,,,,,,,,,,,,
2/11/2021,HARRISBURG SCHOOL DIST,6,33,77,117,,,,,,,,,,,,,,,,,,,,
2/11/2021,JACKSONVILLE LIGHTHOUSE CHARTER,6,11,35,51,,,,,,,,,,,,,,,,,,,,
2/11/2021,LISA ACADEMY,6,39,142,189,,,,,,,,,,,,,,,,,,,,
2/11/2021,POCAHONTAS SCHOOL DIST,6,53,108,169,,,,,,,,,,,,,,,,,,,,
2/11/2021,WOODLAWN SCHOOL DIST,6,10,30,43,,,,,,,,,,,,,,,,,,,,
2/11/2021,WYNNE SCHOOL DIST,6,57,186,252,,,,,,,,,,,,,,,,,,,,
2/11/2021,BEEBE SCHOOL DIST,5,41,144,191,,,,,,,,,,,,,,,,,,,,
2/11/2021,CARLISLE SCHOOL DIST,5,19,56,78,,,,,,,,,,,,,,,,,,,,
2/11/2021,DEER/MT. JUDEA SCHOOL DIST,5,12,19,32,,,,,,,,,,,,,,,,,,,,
2/11/2021,DES ARC SCHOOL DIST,5,5,25,30,,,,,,,,,,,,,,,,,,,,
2/11/2021,DREW CENTRAL SCHOOL DIST,5,44,101,154,,,,,,,,,,,,,,,,,,,,
2/11/2021,GURDON SCHOOL DIST,5,22,26,50,,,,,,,,,,,,,,,,,,,,
2/11/2021,LAFAYETTE COUNTY SCHOOL DIST,5,19,42,63,,,,,,,,,,,,,,,,,,,,
2/11/2021,LAKESIDE SCHOOL DIST(CHICOT),5,24,52,81,,,,,,,,,,,,,,,,,,,,
2/11/2021,LAVACA SCHOOL DIST,5,25,44,74,,,,,,,,,,,,,,,,,,,,
2/11/2021,OZARK MOUNTAIN SCHOOL DIST,5,31,39,75,,,,,,,,,,,,,,,,,,,,
2/11/2021,RIVERCREST SCHOOL DIST,5,35,65,106,,,,,,,,,,,,,,,,,,,,
2/11/2021,ROSE BUD SCHOOL DIST,5,19,24,45,,,,,,,,,,,,,,,,,,,,
2/11/2021,SCRANTON SCHOOL DIST,5,9,25,34,,,,,,,,,,,,,,,,,,,,
2/11/2021,SOUTHSIDE SCHOOL DIST(INDEPENDENCE),5,31,76,109,,,,,,,,,,,,,,,,,,,,
2/11/2021,STRONG,5,10,13,24,,,,,,,,,,,,,,,,,,,,
2/11/2021,VALLEY VIEW SCHOOL DIST,5,48,157,211,,,,,,,,,,,,,,,,,,,,
2/11/2021,WEST FORK SCHOOL DIST,5,23,74,102,,,,,,,,,,,,,,,,,,,,
2/11/2021,WESTERN YELL CO. SCHOOL DIST,5,13,25,40,,,,,,,,,,,,,,,,,,,,
2/11/2021,TOTAL,"1,846","7,552","20,094","29,346",,,,,,,,,,,,,,,,,,,,
2/8/2021,BENTONVILLE SCHOOL DIST,101,309,837,"1,237","CENTRAL AR CHRISTIAN, NORTH LITTLE ROCK",27,10,47,60,"U OF A, FAYETTEVILLE",77,253,"2,709","3,559",PUBLIC SCHOOL DISTRICTS,314,"3,385","6,489","10,306",PUBLIC SCHOOL DISTRICTS,"2,455","11,114","26,833","40,037"
2/8/2021,ROGERS SCHOOL DIST,94,286,"1,033","1,411","MARVELL ACADEMY, MARVELL",11,11,26,39,"LYON COLLEGE, BATESVILLE",34,12,63,96,PRIVATE SCHOOLS,81,540,"1,224","1,834",PRIVATE SCHOOLS,144,601,"1,474","2,171"
2/8/2021,SPRINGDALE SCHOOL DIST,89,386,"1,488","2,037","SHILOH CHRISTIAN SCHOOLS, SPRINGDALE",11,16,67,90,"ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",29,72,533,721,COLLEGES/UNIVERSITIES,81,662,"2,244","3,373",COLLEGES/UNIVERSITIES,464,"1,791","9,689","13,281"
2/8/2021,LITTLE ROCK SCHOOL DIST,86,332,880,"1,275","PROVIDENCE ACADEMY, ROGERS",8,8,16,24,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",28,94,669,861,,,,,,,,,,
2/8/2021,CONWAY SCHOOL DIST,85,160,587,785,"PULASKI ACADEMY, LITTLE ROCK",6,16,94,124,"U OF A, LITTLE ROCK",24,51,259,357,,,,,,,,,,
2/8/2021,CABOT SCHOOL DIST,84,192,467,717,TOTAL,63,61,250,337,"HARDING UNIVERSITY, SEARCY",22,84,376,577,,,,,,,,,,
2/8/2021,PULASKI COUNTY SPECIAL SCHOOL DIST,70,222,481,764,,,,,,"U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",22,31,163,214,,,,,,,,,,
2/8/2021,FORT SMITH SCHOOL DIST,68,323,781,"1,168",,,,,,"JOHN BROWN UNIVERSITY, SILOAM SPRINGS",17,34,72,120,,,,,,,,,,
2/8/2021,BRYANT SCHOOL DIST,61,163,523,724,,,,,,"OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",17,38,169,261,,,,,,,,,,
2/8/2021,NORTH LITTLE ROCK SCHOOL DIST,48,132,318,489,,,,,,"U OF A, FORT SMITH",15,57,268,364,,,,,,,,,,
2/8/2021,MALVERN SCHOOL DIST,39,53,171,244,,,,,,"U OF A, PINE BLUFF",13,41,187,252,,,,,,,,,,
2/8/2021,GREENWOOD SCHOOL DIST,30,81,233,329,,,,,,"ARKANSAS STATE UNIVERSITY, JONESBORO",11,144,795,942,,,,,,,,,,
2/8/2021,ALMA SCHOOL DIST,29,86,171,267,,,,,,"NATIONAL PARK COLLEGE, HOT SPRINGS",10,21,91,141,,,,,,,,,,
2/8/2021,BENTON SCHOOL DIST,29,106,319,444,,,,,,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",9,23,225,285,,,,,,,,,,
2/8/2021,FAYETTEVILLE SCHOOL DIST,28,88,480,568,,,,,,UACC AT MORRILTON,9,14,106,133,,,,,,,,,,
2/8/2021,VAN BUREN SCHOOL DIST,28,132,310,463,,,,,,"U OF A, MONTICELLO",8,28,130,199,,,,,,,,,,
2/8/2021,VILONIA SCHOOL DIST,27,66,182,268,,,,,,"CENTRAL BAPTIST COLLEGE, CONWAY",7,10,47,63,,,,,,,,,,
2/8/2021,PARAGOULD SCHOOL DIST,26,119,247,390,,,,,,"UNIVERSITY OF THE OZARKS, CLARKSVILLE",6,25,74,111,,,,,,,,,,
2/8/2021,SOUTH CONWAY COUNTY SCHOOL DIST,26,58,182,260,,,,,,ASU - BEEBE,5,12,94,108,,,,,,,,,,
2/8/2021,BAUXITE SCHOOL DIST,25,40,108,156,,,,,,"NORTH ARKANSAS COLLEGE, HARRISON",5,18,71,92,,,,,,,,,,
2/8/2021,MOUNTAIN HOME SCHOOL DIST,22,83,242,347,,,,,,"PHILANDER SMITH COLLEGE, LITTLE ROCK",5,12,39,53,,,,,,,,,,
2/8/2021,SHERIDAN SCHOOL DIST,22,76,179,271,,,,,,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",5,45,256,324,,,,,,,,,,
2/8/2021,WEST MEMPHIS SCHOOL DIST,21,102,227,342,,,,,,UACC AT HOPE-TEXARKANA,5,10,49,75,,,,,,,,,,
2/8/2021,WHITE HALL SCHOOL DIST,21,51,168,233,,,,,,TOTAL,383,"1,129","7,445","9,908",,,,,,,,,,
2/8/2021,EL DORADO SCHOOL DIST,19,87,177,274,,,,,,,,,,,,,,,,,,,,
2/8/2021,SEARCY SCHOOL DIST,19,78,226,312,,,,,,,,,,,,,,,,,,,,
2/8/2021,COSSATOT RIVER SCHOOL DIST,18,19,42,66,,,,,,,,,,,,,,,,,,,,
2/8/2021,GREENE COUNTY TECH SCHOOL DIST,18,140,268,438,,,,,,,,,,,,,,,,,,,,
2/8/2021,JACKSONVILLE NORTH PULASKI SCHOOL DIST,18,66,125,207,,,,,,,,,,,,,,,,,,,,
2/8/2021,MCGEHEE SCHOOL DIST,18,36,68,113,,,,,,,,,,,,,,,,,,,,
2/8/2021,NETTLETON SCHOOL DIST,18,106,232,353,,,,,,,,,,,,,,,,,,,,
2/8/2021,STUTTGART SCHOOL DIST,18,30,95,134,,,,,,,,,,,,,,,,,,,,
2/8/2021,JONESBORO SCHOOL DIST,17,128,342,487,,,,,,,,,,,,,,,,,,,,
2/8/2021,DUMAS SCHOOL DIST,16,55,79,146,,,,,,,,,,,,,,,,,,,,
2/8/2021,MAGNOLIA SCHOOL DIST,16,83,203,298,,,,,,,,,,,,,,,,,,,,
2/8/2021,MARION SCHOOL DIST,16,84,252,358,,,,,,,,,,,,,,,,,,,,
