report_date,district,active_cases,cumulative_faculty_staff_cases,cumulative_student_cases,cumulative_total,PRIVATE SCHOOL,Private Active Cases,Private Cumulative Faculty/Staff Cases,Private Cumulative Student Cases,Private Cumulative Total,COLLEGE/UNIVERSITY,Uni Active Cases,Uni Cumulative Faculty/Staff Cases,Uni Cumulative Student Cases,Uni Cumulative Total,Totals among schools with less than 5 active cases.,<5 Cumulative Active Cases,<5 Cumulative Faculty/Staff Cases,<5 Cumulative Student Cases,<5 Cumulative Total,Totals for all schools.,Cumulative Active Cases,Cumulative Faculty/Staff Cases,Cumulative Student Cases,Cumulative Total
12/17/2020,SILOAM SPRINGS SCHOOL DIST,32,62,119,187,,,,,,"WILLIAMS BAPTIST COLLEGE, WALNUT RIDGE",5,8,90,98,,,,,,,,,,
12/17/2020,ELKINS SCHOOL DIST,31,20,37,61,,,,,,TOTAL,340,682,"5,881","7,493",,,,,,,,,,
12/17/2020,VAN BUREN SCHOOL DIST,31,69,195,275,,,,,,,,,,,,,,,,,,,,
12/17/2020,GREENWOOD SCHOOL DIST,30,46,120,173,,,,,,,,,,,,,,,,,,,,
12/17/2020,HIGHLAND SCHOOL DIST,29,41,41,84,,,,,,,,,,,,,,,,,,,,
12/17/2020,MARION SCHOOL DIST,28,50,132,192,,,,,,,,,,,,,,,,,,,,
12/17/2020,EL DORADO SCHOOL DIST,26,42,80,124,,,,,,,,,,,,,,,,,,,,
12/17/2020,LAKE HAMILTON SCHOOL DIST,25,58,162,223,,,,,,,,,,,,,,,,,,,,
12/17/2020,BLYTHEVILLE SCHOOL DIST,24,32,86,121,,,,,,,,,,,,,,,,,,,,
12/17/2020,NETTLETON SCHOOL DIST,24,61,157,226,,,,,,,,,,,,,,,,,,,,
12/17/2020,WESTSIDE CONS. SCH DIST(CRAIGHEAD),23,33,65,108,,,,,,,,,,,,,,,,,,,,
12/17/2020,CLINTON SCHOOL DIST,22,15,63,78,,,,,,,,,,,,,,,,,,,,
12/17/2020,DARDANELLE SCHOOL DIST,22,24,98,126,,,,,,,,,,,,,,,,,,,,
12/17/2020,LISA ACADEMY,22,29,84,117,,,,,,,,,,,,,,,,,,,,
12/17/2020,SEARCY SCHOOL DIST,22,34,106,145,,,,,,,,,,,,,,,,,,,,
12/17/2020,SOUTH CONWAY COUNTY SCHOOL DIST,22,20,66,90,,,,,,,,,,,,,,,,,,,,
12/17/2020,TRUMANN SCHOOL DIST,22,32,68,104,,,,,,,,,,,,,,,,,,,,
12/17/2020,WEST MEMPHIS SCHOOL DIST,22,51,126,181,,,,,,,,,,,,,,,,,,,,
12/17/2020,WHITE CO. CENTRAL SCHOOL DIST,22,23,73,102,,,,,,,,,,,,,,,,,,,,
12/17/2020,CLARKSVILLE SCHOOL DIST,21,32,66,100,,,,,,,,,,,,,,,,,,,,
12/17/2020,BALD KNOB SCHOOL DIST,20,20,43,64,,,,,,,,,,,,,,,,,,,,
12/17/2020,BAY SCHOOL DIST,20,15,45,65,,,,,,,,,,,,,,,,,,,,
12/17/2020,CAMDEN FAIRVIEW SCHOOL DIST,20,14,57,78,,,,,,,,,,,,,,,,,,,,
12/17/2020,SHERIDAN SCHOOL DIST,20,41,84,127,,,,,,,,,,,,,,,,,,,,
12/17/2020,STAR CITY SCHOOL DIST,20,28,71,101,,,,,,,,,,,,,,,,,,,,
12/17/2020,DOVER SCHOOL DIST,19,26,41,69,,,,,,,,,,,,,,,,,,,,
12/17/2020,MONTICELLO SCHOOL DIST,19,18,75,95,,,,,,,,,,,,,,,,,,,,
12/17/2020,VALLEY SPRINGS SCHOOL DIST,19,19,58,78,,,,,,,,,,,,,,,,,,,,
12/17/2020,VILONIA SCHOOL DIST,19,30,61,95,,,,,,,,,,,,,,,,,,,,
12/17/2020,BROOKLAND SCHOOL DIST,18,41,132,181,,,,,,,,,,,,,,,,,,,,
12/17/2020,JACKSON CO. SCHOOL DIST,18,43,65,111,,,,,,,,,,,,,,,,,,,,
12/17/2020,NEWPORT SCHOOL DIST,17,39,57,97,,,,,,,,,,,,,,,,,,,,
12/17/2020,PEA RIDGE SCHOOL DIST,17,16,39,58,,,,,,,,,,,,,,,,,,,,
12/17/2020,ARKADELPHIA SCHOOL DIST,16,15,65,83,,,,,,,,,,,,,,,,,,,,
12/17/2020,GREEN FOREST SCHOOL DIST,16,20,81,103,,,,,,,,,,,,,,,,,,,,
12/17/2020,HUNTSVILLE SCHOOL DIST,16,40,61,103,,,,,,,,,,,,,,,,,,,,
12/17/2020,ALMA SCHOOL DIST,15,34,99,138,,,,,,,,,,,,,,,,,,,,
12/17/2020,BEEBE SCHOOL DIST,15,20,82,105,,,,,,,,,,,,,,,,,,,,
12/17/2020,GRAVETTE SCHOOL DIST,15,18,48,69,,,,,,,,,,,,,,,,,,,,
12/17/2020,POTTSVILLE SCHOOL DIST,15,28,52,81,,,,,,,,,,,,,,,,,,,,
12/17/2020,DUMAS SCHOOL DIST,14,32,51,87,,,,,,,,,,,,,,,,,,,,
12/17/2020,ESTEM PUBLIC CHARTER SCHOOL DIST,14,13,57,74,,,,,,,,,,,,,,,,,,,,
12/17/2020,NASHVILLE SCHOOL DIST,14,22,66,88,,,,,,,,,,,,,,,,,,,,
12/17/2020,WEST FORK SCHOOL DIST,14,,,24,,,,,,,,,,,,,,,,,,,,
12/17/2020,GENTRY SCHOOL DIST,13,14,33,47,,,,,,,,,,,,,,,,,,,,
12/17/2020,MCGEHEE SCHOOL DIST,13,18,40,63,,,,,,,,,,,,,,,,,,,,
12/17/2020,MENA SCHOOL DIST,13,27,76,110,,,,,,,,,,,,,,,,,,,,
12/17/2020,MOUNTAIN VIEW SCHOOL DIST,13,28,39,67,,,,,,,,,,,,,,,,,,,,
12/17/2020,BATESVILLE SCHOOL DIST,12,63,70,134,,,,,,,,,,,,,,,,,,,,
12/17/2020,FARMINGTON SCHOOL DIST,12,14,50,67,,,,,,,,,,,,,,,,,,,,
12/17/2020,GREENBRIER SCHOOL DIST,12,25,63,89,,,,,,,,,,,,,,,,,,,,
12/17/2020,JACKSONVILLE NORTH PULASKI SCHOOL DIST,12,40,52,98,,,,,,,,,,,,,,,,,,,,
12/17/2020,MAGNOLIA SCHOOL DIST,12,40,137,185,,,,,,,,,,,,,,,,,,,,
12/17/2020,RIVERSIDE SCHOOL DIST,12,23,55,80,,,,,,,,,,,,,,,,,,,,
12/17/2020,VALLEY VIEW SCHOOL DIST,12,32,85,118,,,,,,,,,,,,,,,,,,,,
12/17/2020,WARREN SCHOOL DIST,12,13,47,64,,,,,,,,,,,,,,,,,,,,
12/17/2020,CENTERPOINT SCHOOL DIST,11,19,29,49,,,,,,,,,,,,,,,,,,,,
12/17/2020,HARRISBURG SCHOOL DIST,11,23,44,71,,,,,,,,,,,,,,,,,,,,
12/17/2020,NEMO VISTA SCHOOL DIST,11,14,21,35,,,,,,,,,,,,,,,,,,,,
12/17/2020,RIVERCREST SCHOOL DIST,11,19,48,69,,,,,,,,,,,,,,,,,,,,
12/17/2020,RIVERVIEW SCHOOL DIST,11,11,33,44,,,,,,,,,,,,,,,,,,,,
12/17/2020,STUTTGART SCHOOL DIST,11,12,40,56,,,,,,,,,,,,,,,,,,,,
12/17/2020,DREW CENTRAL SCHOOL DIST,10,37,87,135,,,,,,,,,,,,,,,,,,,,
12/17/2020,HAMBURG SCHOOL DIST,10,33,49,85,,,,,,,,,,,,,,,,,,,,
12/17/2020,LAKESIDE SCHOOL DIST(GARLAND),10,32,100,139,,,,,,,,,,,,,,,,,,,,
12/17/2020,MALVERN SCHOOL DIST,10,25,78,112,,,,,,,,,,,,,,,,,,,,
12/17/2020,OSCEOLA SCHOOL DIST,10,21,38,62,,,,,,,,,,,,,,,,,,,,
12/17/2020,ACADEMICS PLUS PUBLIC CHARTER SCHOOLS,9,14,42,57,,,,,,,,,,,,,,,,,,,,
12/17/2020,BAUXITE SCHOOL DIST,9,11,52,64,,,,,,,,,,,,,,,,,,,,
12/17/2020,BOONEVILLE SCHOOL DIST,9,9,18,28,,,,,,,,,,,,,,,,,,,,
12/17/2020,CORNING SCHOOL DIST,9,20,45,67,,,,,,,,,,,,,,,,,,,,
12/17/2020,HEBER SPRINGS SCHOOL DIST,9,12,23,35,,,,,,,,,,,,,,,,,,,,
12/17/2020,HOT SPRINGS SCHOOL DIST,9,28,88,120,,,,,,,,,,,,,,,,,,,,
12/17/2020,JESSIEVILLE SCHOOL DIST,9,6,18,28,,,,,,,,,,,,,,,,,,,,
12/17/2020,WHITE HALL SCHOOL DIST,9,36,124,168,,,,,,,,,,,,,,,,,,,,
12/17/2020,CLEVELAND COUNTY SCHOOL DIST,8,14,53,68,,,,,,,,,,,,,,,,,,,,
12/17/2020,EAST END SCHOOL DIST,8,7,21,28,,,,,,,,,,,,,,,,,,,,
12/17/2020,GREENLAND SCHOOL DIST,8,6,10,20,,,,,,,,,,,,,,,,,,,,
12/17/2020,HOXIE SCHOOL DIST,8,11,36,48,,,,,,,,,,,,,,,,,,,,
12/17/2020,LONOKE SCHOOL DIST,8,17,41,58,,,,,,,,,,,,,,,,,,,,
12/17/2020,OZARK SCHOOL DIST,8,35,72,109,,,,,,,,,,,,,,,,,,,,
12/17/2020,POCAHONTAS SCHOOL DIST,8,29,53,84,,,,,,,,,,,,,,,,,,,,
12/17/2020,SOUTH SIDE SCHOOL DIST(VANBUREN),8,7,7,15,,,,,,,,,,,,,,,,,,,,
12/17/2020,SOUTHSIDE SCHOOL DIST(INDEPENDENCE),8,13,50,64,,,,,,,,,,,,,,,,,,,,
12/17/2020,YELLVILLE,8,38,26,67,,,,,,,,,,,,,,,,,,,,
12/17/2020,BUFFALO IS. CENTRAL SCH. DIST,7,16,38,56,,,,,,,,,,,,,,,,,,,,
12/17/2020,CROSSETT SCHOOL DIST,7,25,34,63,,,,,,,,,,,,,,,,,,,,
12/17/2020,DECATUR SCHOOL DIST,7,6,14,20,,,,,,,,,,,,,,,,,,,,
12/17/2020,DEQUEEN SCHOOL DIST,7,33,95,129,,,,,,,,,,,,,,,,,,,,
12/17/2020,Education Service Cooperative (ESC),7,,,26,,,,,,,,,,,,,,,,,,,,
12/17/2020,EUREKA SPRINGS SCHOOL DIST,7,11,15,27,,,,,,,,,,,,,,,,,,,,
12/17/2020,HARMONY GROVE SCH DIST(SALINE),7,16,26,44,,,,,,,,,,,,,,,,,,,,
12/17/2020,HORATIO SCHOOL DIST,7,9,33,42,,,,,,,,,,,,,,,,,,,,
12/17/2020,MELBOURNE SCHOOL DIST,7,5,20,28,,,,,,,,,,,,,,,,,,,,
12/17/2020,MOUNTAINBURG SCHOOL DIST,7,6,21,28,,,,,,,,,,,,,,,,,,,,
12/17/2020,QUITMAN SCHOOL DIST,7,,,14,,,,,,,,,,,,,,,,,,,,
12/17/2020,BERRYVILLE SCHOOL DIST,6,31,84,122,,,,,,,,,,,,,,,,,,,,
12/17/2020,BRINKLEY SCHOOL DIST,6,9,18,27,,,,,,,,,,,,,,,,,,,,
12/17/2020,CADDO HILLS SCHOOL DIST,6,7,23,30,,,,,,,,,,,,,,,,,,,,
12/17/2020,CARLISLE SCHOOL DIST,6,11,23,34,,,,,,,,,,,,,,,,,,,,
12/17/2020,DANVILLE SCHOOL DIST,6,7,29,36,,,,,,,,,,,,,,,,,,,,
12/17/2020,DIERKS SCHOOL DIST,6,8,19,27,,,,,,,,,,,,,,,,,,,,
12/17/2020,EMERSON,6,9,32,41,,,,,,,,,,,,,,,,,,,,
12/17/2020,EXALT ACADEMY OF SOUTHWEST LITTLE ROCK,6,10,15,25,,,,,,,,,,,,,,,,,,,,
12/17/2020,FOUNTAIN LAKE SCHOOL DIST,6,12,28,40,,,,,,,,,,,,,,,,,,,,
12/17/2020,LAWRENCE COUNTY SCHOOL DIST,6,20,63,86,,,,,,,,,,,,,,,,,,,,
12/17/2020,LEE COUNTY SCHOOL DIST,6,5,25,33,,,,,,,,,,,,,,,,,,,,
12/17/2020,MAGNET COVE SCHOOL DIST,6,6,15,22,,,,,,,,,,,,,,,,,,,,
12/17/2020,MARMADUKE SCHOOL DIST,6,10,33,43,,,,,,,,,,,,,,,,,,,,
12/17/2020,MT. VERNON/ENOLA SCHOOL DIST,6,6,10,17,,,,,,,,,,,,,,,,,,,,
12/17/2020,PARIS SCHOOL DIST,6,8,35,44,,,,,,,,,,,,,,,,,,,,
12/17/2020,PARKERS CHAPEL SCHOOL DIST,6,9,20,31,,,,,,,,,,,,,,,,,,,,
12/17/2020,PIGGOTT SCHOOL DIST,6,26,43,69,,,,,,,,,,,,,,,,,,,,
12/17/2020,PRAIRIE GROVE SCHOOL DIST,6,25,48,73,,,,,,,,,,,,,,,,,,,,
12/17/2020,SALEM SCHOOL DIST,6,9,22,31,,,,,,,,,,,,,,,,,,,,
12/17/2020,SOUTH PIKE COUNTY SCHOOL DIST,6,5,17,22,,,,,,,,,,,,,,,,,,,,
12/17/2020,AUGUSTA SCHOOL DIST,5,5,15,20,,,,,,,,,,,,,,,,,,,,
12/17/2020,CEDAR RIDGE SCHOOL DIST,5,21,48,69,,,,,,,,,,,,,,,,,,,,
12/17/2020,CHARLESTON SCHOOL DIST,5,10,13,24,,,,,,,,,,,,,,,,,,,,
12/17/2020,CONCORD SCHOOL DIST,5,,,19,,,,,,,,,,,,,,,,,,,,
12/17/2020,COSSATOT RIVER SCHOOL DIST,5,16,17,35,,,,,,,,,,,,,,,,,,,,
12/17/2020,CUTTER,5,7,17,25,,,,,,,,,,,,,,,,,,,,
12/17/2020,ENGLAND SCHOOL DIST,5,,,20,,,,,,,,,,,,,,,,,,,,
12/17/2020,GENOA CENTRAL SCHOOL DIST,5,14,49,63,,,,,,,,,,,,,,,,,,,,
12/17/2020,HARRISON SCHOOL DIST,5,25,79,104,,,,,,,,,,,,,,,,,,,,
12/17/2020,HELENA/WEST HELENA SCHOOL DIST,5,,,55,,,,,,,,,,,,,,,,,,,,
12/17/2020,LAMAR SCHOOL DIST,5,15,22,37,,,,,,,,,,,,,,,,,,,,
12/17/2020,LAVACA SCHOOL DIST,5,12,22,35,,,,,,,,,,,,,,,,,,,,
12/17/2020,MOUNT IDA SCHOOL DIST,5,11,22,33,,,,,,,,,,,,,,,,,,,,
12/17/2020,OUACHITA RIVER SCHOOL DIST,5,8,14,22,,,,,,,,,,,,,,,,,,,,
12/17/2020,OUACHITA SCHOOL DIST,5,11,20,32,,,,,,,,,,,,,,,,,,,,
12/17/2020,PINE BLUFF SCHOOL DIST,5,42,66,108,,,,,,,,,,,,,,,,,,,,
12/17/2020,SEARCY COUNTY SCHOOL DIST,5,15,26,42,,,,,,,,,,,,,,,,,,,,
12/17/2020,SMACKOVER,5,17,40,58,,,,,,,,,,,,,,,,,,,,
12/17/2020,TWO RIVERS SCHOOL DIST,5,9,8,17,,,,,,,,,,,,,,,,,,,,
12/17/2020,WOODLAWN SCHOOL DIST,5,5,16,23,,,,,,,,,,,,,,,,,,,,
12/17/2020,TOTAL,"2,800","4,717","12,390","17,722",,,,,,,,,,,,,,,,,,,,
12/14/2020,SPRINGDALE SCHOOL DIST,168,199,860,"1,119","MOUNT ST. MARY ACADEMY, LITTLE ROCK",6,,,29,"U OF A, FAYETTEVILLE",119,133,"2,253","2,839",PUBLIC SCHOOL DISTRICTS,285,"1,562","2,667","4,365",PUBLIC SCHOOL DISTRICTS,"2,896","5,950","14,272","20,929"
12/14/2020,ROGERS SCHOOL DIST,124,145,493,656,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",5,12,32,47,"ARKANSAS STATE UNIVERSITY, JONESBORO",34,98,683,784,PRIVATE SCHOOLS,74,333,688,"1,035",PRIVATE SCHOOLS,90,351,755,"1,124"
12/14/2020,LITTLE ROCK SCHOOL DIST,83,165,445,630,"VICTORY CHRISTIAN SCHOOL, CAMDEN",5,,,13,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",24,48,484,582,COLLEGES/UNIVERSITIES,105,283,"1,254","1,775",COLLEGES/UNIVERSITIES,467,"1,021","7,230","9,403"
12/14/2020,BENTONVILLE SCHOOL DIST,67,132,355,503,TOTAL,16,18,67,89,"U OF A, FORT SMITH",15,30,176,232,,,,,,,,,,
12/14/2020,CONWAY SCHOOL DIST,63,68,251,328,,,,,,"U OF A, LITTLE ROCK",15,26,169,214,,,,,,,,,,
12/14/2020,FORT SMITH SCHOOL DIST,62,167,418,604,,,,,,"U OF A, MONTICELLO",14,14,79,109,,,,,,,,,,
12/14/2020,PULASKI COUNTY SPECIAL SCHOOL DIST,59,97,227,346,,,,,,"UACC, MORRILTON",14,,,76,,,,,,,,,,
12/14/2020,RUSSELLVILLE SCHOOL DIST,57,69,184,257,,,,,,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",12,13,130,171,,,,,,,,,,
12/14/2020,BRYANT SCHOOL DIST,55,79,257,346,,,,,,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",12,20,191,221,,,,,,,,,,
12/14/2020,CABOT SCHOOL DIST,54,82,220,310,,,,,,"ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",11,31,386,472,,,,,,,,,,
12/14/2020,GREENE COUNTY TECH SCHOOL DIST,51,102,177,295,,,,,,"NATIONAL PARK COLLEGE, HOT SPRINGS",11,9,55,77,,,,,,,,,,
12/14/2020,NORTH LITTLE ROCK SCHOOL DIST,49,80,151,244,,,,,,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",10,26,61,99,,,,,,,,,,
12/14/2020,FAYETTEVILLE SCHOOL DIST,43,38,208,246,,,,,,"U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",10,19,89,121,,,,,,,,,,
12/14/2020,MOUNTAIN HOME SCHOOL DIST,43,45,140,195,,,,,,"ASU - NEWPORT, JONESBORO",9,16,202,218,,,,,,,,,,
12/14/2020,VAN BUREN SCHOOL DIST,39,65,190,264,,,,,,"U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",9,69,81,210,,,,,,,,,,
12/14/2020,JONESBORO SCHOOL DIST,37,80,230,322,,,,,,"OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",7,16,121,159,,,,,,,,,,
12/14/2020,BENTON SCHOOL DIST,34,53,176,234,,,,,,"U OF A, PINE BLUFF",7,28,161,205,,,,,,,,,,
12/14/2020,PARAGOULD SCHOOL DIST,33,66,146,223,,,,,,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",7,,,39,,,,,,,,,,
12/14/2020,WYNNE SCHOOL DIST,30,37,118,161,,,,,,"ARKANSAS NORTHEASTERN COLLEGE, BLYTHEVILLE",6,23,36,71,,,,,,,,,,
12/14/2020,BLYTHEVILLE SCHOOL DIST,28,32,79,114,,,,,,"WILLIAMS BAPTIST COLLEGE, WALNUT RIDGE",6,8,90,98,,,,,,,,,,
12/14/2020,STAR CITY SCHOOL DIST,28,27,67,97,,,,,,"HARDING UNIVERSITY, SEARCY",5,56,325,464,,,,,,,,,,
12/14/2020,DARDANELLE SCHOOL DIST,26,24,90,119,,,,,,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",5,20,134,167,,,,,,,,,,
12/14/2020,HIGHLAND SCHOOL DIST,25,36,36,75,,,,,,TOTAL,362,738,"5,976","7,628",,,,,,,,,,
12/14/2020,MARION SCHOOL DIST,24,47,125,182,,,,,,,,,,,,,,,,,,,,
12/14/2020,NETTLETON SCHOOL DIST,23,56,150,213,,,,,,,,,,,,,,,,,,,,
12/14/2020,SILOAM SPRINGS SCHOOL DIST,23,58,109,171,,,,,,,,,,,,,,,,,,,,
12/14/2020,CLARKSVILLE SCHOOL DIST,22,30,64,96,,,,,,,,,,,,,,,,,,,,
12/14/2020,EL DORADO SCHOOL DIST,22,39,73,114,,,,,,,,,,,,,,,,,,,,
12/14/2020,VILONIA SCHOOL DIST,22,28,51,84,,,,,,,,,,,,,,,,,,,,
12/14/2020,CAMDEN FAIRVIEW SCHOOL DIST,21,13,55,73,,,,,,,,,,,,,,,,,,,,
12/14/2020,BROOKLAND SCHOOL DIST,20,41,128,176,,,,,,,,,,,,,,,,,,,,
12/14/2020,CLINTON SCHOOL DIST,20,13,58,71,,,,,,,,,,,,,,,,,,,,
12/14/2020,LAKE HAMILTON SCHOOL DIST,20,57,152,215,,,,,,,,,,,,,,,,,,,,
12/14/2020,MONTICELLO SCHOOL DIST,20,16,68,88,,,,,,,,,,,,,,,,,,,,
12/14/2020,SHERIDAN SCHOOL DIST,20,40,76,117,,,,,,,,,,,,,,,,,,,,
12/14/2020,DREW CENTRAL SCHOOL DIST,19,37,86,134,,,,,,,,,,,,,,,,,,,,
12/14/2020,LISA ACADEMY,19,29,73,106,,,,,,,,,,,,,,,,,,,,
12/14/2020,SOUTH CONWAY COUNTY SCHOOL DIST,19,20,58,83,,,,,,,,,,,,,,,,,,,,
12/14/2020,ELKINS SCHOOL DIST,18,13,31,48,,,,,,,,,,,,,,,,,,,,
12/14/2020,GREENWOOD SCHOOL DIST,18,43,110,157,,,,,,,,,,,,,,,,,,,,
12/14/2020,LAKESIDE SCHOOL DIST(GARLAND),18,31,98,137,,,,,,,,,,,,,,,,,,,,
12/14/2020,NEWPORT SCHOOL DIST,18,39,55,95,,,,,,,,,,,,,,,,,,,,
12/14/2020,PEA RIDGE SCHOOL DIST,18,14,37,54,,,,,,,,,,,,,,,,,,,,
12/14/2020,TRUMANN SCHOOL DIST,18,30,59,95,,,,,,,,,,,,,,,,,,,,
12/14/2020,WEST MEMPHIS SCHOOL DIST,18,47,121,171,,,,,,,,,,,,,,,,,,,,
12/14/2020,ARKADELPHIA SCHOOL DIST,17,14,62,79,,,,,,,,,,,,,,,,,,,,
12/14/2020,MOUNTAIN VIEW SCHOOL DIST,17,25,37,62,,,,,,,,,,,,,,,,,,,,
12/14/2020,POTTSVILLE SCHOOL DIST,17,27,49,77,,,,,,,,,,,,,,,,,,,,
12/14/2020,SEARCY SCHOOL DIST,17,32,100,137,,,,,,,,,,,,,,,,,,,,
12/14/2020,GREEN FOREST SCHOOL DIST,16,17,77,95,,,,,,,,,,,,,,,,,,,,
12/14/2020,GREENBRIER SCHOOL DIST,16,23,60,84,,,,,,,,,,,,,,,,,,,,
12/14/2020,HUNTSVILLE SCHOOL DIST,16,36,59,97,,,,,,,,,,,,,,,,,,,,
12/14/2020,WARREN SCHOOL DIST,16,12,43,58,,,,,,,,,,,,,,,,,,,,
12/14/2020,FARMINGTON SCHOOL DIST,15,11,50,64,,,,,,,,,,,,,,,,,,,,
12/14/2020,VALLEY SPRINGS SCHOOL DIST,15,19,53,74,,,,,,,,,,,,,,,,,,,,
12/14/2020,WHITE CO. CENTRAL SCHOOL DIST,15,22,62,91,,,,,,,,,,,,,,,,,,,,
12/14/2020,MCGEHEE SCHOOL DIST,14,16,37,58,,,,,,,,,,,,,,,,,,,,
12/14/2020,WHITE HALL SCHOOL DIST,14,36,122,167,,,,,,,,,,,,,,,,,,,,
12/14/2020,ALMA SCHOOL DIST,13,31,95,130,,,,,,,,,,,,,,,,,,,,
12/14/2020,Education Service Cooperative (ESC),13,,,26,,,,,,,,,,,,,,,,,,,,
12/14/2020,HAMBURG SCHOOL DIST,13,33,47,84,,,,,,,,,,,,,,,,,,,,
12/14/2020,MALVERN SCHOOL DIST,13,25,77,110,,,,,,,,,,,,,,,,,,,,
12/14/2020,MENA SCHOOL DIST,13,26,70,103,,,,,,,,,,,,,,,,,,,,
12/14/2020,NASHVILLE SCHOOL DIST,13,21,63,84,,,,,,,,,,,,,,,,,,,,
12/14/2020,VALLEY VIEW SCHOOL DIST,13,31,84,116,,,,,,,,,,,,,,,,,,,,
12/14/2020,WESTSIDE CONS. SCH DIST(CRAIGHEAD),13,28,59,96,,,,,,,,,,,,,,,,,,,,
12/14/2020,BAUXITE SCHOOL DIST,12,10,52,63,,,,,,,,,,,,,,,,,,,,
12/14/2020,ESTEM PUBLIC CHARTER SCHOOL DIST,12,12,53,69,,,,,,,,,,,,,,,,,,,,
12/14/2020,GRAVETTE SCHOOL DIST,12,17,37,57,,,,,,,,,,,,,,,,,,,,
12/14/2020,OSCEOLA SCHOOL DIST,12,19,38,60,,,,,,,,,,,,,,,,,,,,
12/14/2020,PIGGOTT SCHOOL DIST,12,26,42,68,,,,,,,,,,,,,,,,,,,,
12/14/2020,BERRYVILLE SCHOOL DIST,11,30,83,119,,,,,,,,,,,,,,,,,,,,
12/14/2020,DANVILLE SCHOOL DIST,11,7,29,36,,,,,,,,,,,,,,,,,,,,
12/14/2020,HORATIO SCHOOL DIST,11,8,32,40,,,,,,,,,,,,,,,,,,,,
12/14/2020,JACKSON CO. SCHOOL DIST,11,38,60,101,,,,,,,,,,,,,,,,,,,,
12/14/2020,JACKSONVILLE NORTH PULASKI SCHOOL DIST,11,40,49,95,,,,,,,,,,,,,,,,,,,,
12/14/2020,JESSIEVILLE SCHOOL DIST,11,6,17,27,,,,,,,,,,,,,,,,,,,,
12/14/2020,MAGNOLIA SCHOOL DIST,11,39,132,178,,,,,,,,,,,,,,,,,,,,
12/14/2020,OZARK SCHOOL DIST,11,34,72,108,,,,,,,,,,,,,,,,,,,,
12/14/2020,BATESVILLE SCHOOL DIST,10,61,69,131,,,,,,,,,,,,,,,,,,,,
12/14/2020,BAY SCHOOL DIST,10,10,40,54,,,,,,,,,,,,,,,,,,,,
12/14/2020,CLEVELAND COUNTY SCHOOL DIST,10,12,50,63,,,,,,,,,,,,,,,,,,,,
12/14/2020,EUREKA SPRINGS SCHOOL DIST,10,10,15,26,,,,,,,,,,,,,,,,,,,,
12/14/2020,FORDYCE SCHOOL DIST,10,10,19,32,,,,,,,,,,,,,,,,,,,,
12/14/2020,HARRISON SCHOOL DIST,10,25,78,103,,,,,,,,,,,,,,,,,,,,
12/14/2020,LONOKE SCHOOL DIST,10,17,40,57,,,,,,,,,,,,,,,,,,,,
12/14/2020,RIVERVIEW SCHOOL DIST,10,10,30,41,,,,,,,,,,,,,,,,,,,,
12/14/2020,WEST FORK SCHOOL DIST,10,,,20,,,,,,,,,,,,,,,,,,,,
12/14/2020,ACADEMICS PLUS PUBLIC CHARTER SCHOOLS,9,14,38,53,,,,,,,,,,,,,,,,,,,,
12/14/2020,BALD KNOB SCHOOL DIST,9,16,37,53,,,,,,,,,,,,,,,,,,,,
12/14/2020,CENTERPOINT SCHOOL DIST,9,16,29,45,,,,,,,,,,,,,,,,,,,,
12/14/2020,GREENLAND SCHOOL DIST,9,5,8,17,,,,,,,,,,,,,,,,,,,,
12/14/2020,HARMONY GROVE SCH DIST(SALINE),9,15,24,42,,,,,,,,,,,,,,,,,,,,
12/14/2020,HEBER SPRINGS SCHOOL DIST,9,12,22,34,,,,,,,,,,,,,,,,,,,,
12/14/2020,HOPE SCHOOL DIST,9,29,60,90,,,,,,,,,,,,,,,,,,,,
12/14/2020,RIVERSIDE SCHOOL DIST,9,21,50,73,,,,,,,,,,,,,,,,,,,,
12/14/2020,BEEBE SCHOOL DIST,8,18,78,98,,,,,,,,,,,,,,,,,,,,
12/14/2020,BUFFALO IS. CENTRAL SCH. DIST,8,16,35,52,,,,,,,,,,,,,,,,,,,,
12/14/2020,CORNING SCHOOL DIST,8,18,43,61,,,,,,,,,,,,,,,,,,,,
12/14/2020,DEQUEEN SCHOOL DIST,8,33,93,127,,,,,,,,,,,,,,,,,,,,
12/14/2020,DOVER SCHOOL DIST,8,20,32,53,,,,,,,,,,,,,,,,,,,,
12/14/2020,GOSNELL SCHOOL DIST,8,22,68,92,,,,,,,,,,,,,,,,,,,,
12/14/2020,HARRISBURG SCHOOL DIST,8,21,40,64,,,,,,,,,,,,,,,,,,,,
12/14/2020,HOT SPRINGS SCHOOL DIST,8,25,86,115,,,,,,,,,,,,,,,,,,,,
